0.167,0.167,0.167,0.167,0.167,0.167
0.060,0.255,-0.771,0.464,-0.523,-0.509
0.270,0.509,-0.683,0.556,-0.161,-0.267
0.721,1.083,-0.235,0.972,0.066,0.099
-0.086,0.314,-0.799,0.285,-0.581,-0.551
0.917,1.312,-0.074,1.235,0.346,0.328
0.459,0.792,-0.259,0.943,0.047,-0.038
-0.254,-0.020,-1.196,0.288,-0.787,-0.734
0.942,1.182,-0.105,1.248,0.329,0.362
0.063,0.314,-0.918,0.455,-0.487,-0.478
1.024,1.365,-0.023,1.275,0.401,0.549
0.047,0.342,-1.015,0.332,-0.564,-0.584
0.427,0.830,-0.405,0.790,-0.133,-0.049
0.480,0.790,-0.441,0.939,0.032,-0.080
0.754,0.992,-0.216,1.238,0.275,0.245
-0.455,0.005,-1.268,0.088,-0.850,-0.793
-0.630,-0.324,-1.589,-0.217,-1.014,-1.004
0.190,0.488,-0.810,0.517,-0.246,-0.257
-0.830,-0.485,-1.656,-0.318,-1.214,-1.284
-0.167,0.165,-1.104,0.294,-0.693,-0.613
-0.651,-0.299,-1.455,-0.098,-1.052,-0.975
-0.200,0.020,-1.149,0.196,-0.775,-0.799
0.958,1.271,0.053,1.404,0.478,0.392
0.137,0.529,-0.770,0.562,-0.277,-0.437
-0.229,0.079,-1.261,0.029,-0.775,-0.735
-0.443,-0.125,-1.366,0.022,-0.792,-0.906
0.562,0.793,-0.545,0.964,0.046,0.043
-0.744,-0.318,-1.540,-0.269,-1.144,-1.168
0.212,0.642,-0.473,0.789,-0.098,-0.153
0.079,0.464,-0.852,0.537,-0.448,-0.217
0.209,0.420,-0.725,0.567,-0.254,-0.383
0.768,1.125,-0.254,1.180,0.259,0.314
-0.946,-0.496,-1.909,-0.408,-1.505,-1.304
0.895,1.210,-0.082,1.249,0.376,0.489
-0.156,0.371,-0.887,0.338,-0.534,-0.500
0.223,0.618,-0.716,0.687,-0.200,-0.147
-0.062,0.236,-1.105,0.328,-0.654,-0.651
-0.050,0.348,-1.005,0.499,-0.322,-0.536
0.528,0.971,-0.405,1.062,0.159,0.111
0.524,0.875,-0.374,0.830,0.016,0.158
0.448,0.872,-0.263,1.041,0.230,0.091
-0.181,0.086,-1.189,0.363,-0.574,-0.781
0.286,0.548,-0.815,0.599,-0.246,-0.179
0.592,1.059,-0.325,0.909,0.087,0.133
-0.045,0.443,-1.016,0.387,-0.452,-0.489
-0.095,0.325,-1.036,0.330,-0.573,-0.639
1.005,1.353,-0.086,1.321,0.540,0.427
0.058,0.285,-1.023,0.346,-0.459,-0.477
0.936,1.245,0.020,1.419,0.522,0.455
0.621,1.086,-0.312,1.106,0.118,0.165
0.183,0.434,-0.773,0.470,-0.472,-0.301
-0.065,0.282,-1.115,0.296,-0.562,-0.580
0.662,1.012,-0.357,0.989,0.156,0.132
-0.040,0.321,-1.048,0.509,-0.413,-0.364
0.900,1.117,-0.163,1.263,0.500,0.489
-0.581,-0.202,-1.371,-0.145,-1.041,-0.854
-0.012,0.166,-1.076,0.181,-0.562,-0.634
